timestamp,load,vibration_x,vibration_y,q3,servo1_raw,servo3_raw,servo5_raw,servo6_raw,xgyro,yacc,pitch,rollspeed,label
11:17.6,599,1.25E-08,0.000122257,0.008845216,745,745.5,750,750,0.001823322,0.024322115,-0.017692797,0.001923353,benign
11:18.7,608,1.38E-08,0.000129522,0.01168471,743.0714286,741.4761905,750,750,-0.001330084,0.018318087,-0.023370493,-0.001404314,benign
11:19.7,605,1.68E-08,0.000138328,0.013130853,746.452381,746.047619,750,750,0.009464005,0.000105084,-0.026170165,0.009665976,benign
11:20.8,605,1.64E-08,0.00013853,0.016409518,745.2142857,744.1428571,750,750,-0.005272039,-0.008000483,-0.032781823,-0.005518538,benign
11:21.8,606,1.48E-08,0.000130973,0.017173581,749.3333333,746.9047619,750,750,0.002821074,-0.009149749,-0.034348647,0.002424273,benign
11:22.9,609,1.36E-08,0.000126752,0.015043469,741.9761905,745.7142857,750,750,-0.001982084,0.009960084,-0.030088843,-0.002346264,benign
11:23.9,605,1.24E-08,0.000120909,0.016660224,742.1190476,741.6190476,750,750,0.007149438,-0.022261837,-0.033317321,0.006647568,benign
11:25.0,605,1.55E-08,0.000133765,0.017942722,747.8809524,744.9761905,750,750,-0.000153934,-0.015748803,-0.035886754,-0.0001539,benign
11:26.0,606,1.54E-08,0.00013124,0.015381672,745.2142857,745.4285714,750,750,-0.00033263,0.013880378,-0.0307641,-9.95E-05,benign
11:27.1,605,1.24E-08,0.000122966,0.014380871,745.5714286,745.4761905,750,750,-0.006929658,0.041479462,-0.028763466,-0.007415414,benign
11:28.1,604.5,1.36E-08,0.000125634,0.011603377,742.8095238,744.2857143,750,750,-0.001837025,0.016769363,-0.023206267,-0.002255946,benign
11:29.2,607,1.28E-08,0.000115753,0.013214142,742.8809524,745.1904762,750,750,0.002485992,0.014559471,-0.026430193,0.00248585,benign
11:30.2,605,1.35E-08,0.000124851,0.014697947,745.4285714,743.1904762,750,750,0.003518973,-0.002924296,-0.029397521,0.003518866,benign
11:31.3,602,1.40E-08,0.000123675,0.012174345,745.0714286,747.7380952,750,750,-0.001918186,0.009471617,-0.024350715,-0.001742658,benign
11:32.3,608,1.67E-08,0.000133884,0.014321843,741.5952381,748.7142857,750,750,0.001001016,-0.017222508,-0.028644644,0.001060343,benign
11:33.4,602,1.57E-08,0.000131356,0.014943234,742.7380952,744.6190476,750,750,-0.001448919,0.010320568,-0.029887061,-0.001253892,benign
11:34.4,601,1.39E-08,0.00012444,0.014101,745.6666667,746.6666667,750,750,0.004300736,0.001780745,-0.028202803,0.004239153,benign
11:35.5,598,1.36E-08,0.000118638,0.015500385,743.3095238,746.2619048,750,750,-0.003572659,0.030294951,-0.03100187,-0.003689494,benign
11:36.5,603,1.56E-08,0.000123825,0.014187879,746.8333333,744.9285714,750,750,-0.002632333,-0.003242257,-0.028376815,-0.002632271,benign
11:37.6,603,1.53E-08,0.000124468,0.014439851,744.452381,742.4285714,750,750,-0.003826564,0.02546568,-0.028881041,-0.003826537,benign
11:38.6,606,1.61E-08,0.00012496,0.017412093,744.2857143,742.952381,750,750,0.003506932,-0.018323807,-0.034825941,0.003379284,benign
11:39.7,606,1.67E-08,0.00012382,0.020358565,745.1190476,744.6190476,750,750,0.000692842,-0.034803994,-0.040720345,0.000692791,benign
11:40.7,602,1.48E-08,0.000119615,0.022156233,745.0952381,745.3571429,750,750,0.005836967,-0.034076433,-0.04431557,0.005836954,benign
11:41.8,604,1.28E-08,0.000117387,0.017799242,745.952381,746.4285714,750,750,-0.00595451,-0.019126099,-0.035599991,-0.005709655,benign
11:42.8,604,1.30E-08,0.000112247,0.01462255,744.6666667,746.047619,750,750,-0.006150273,-0.00333761,-0.029280224,-0.006283412,benign
11:43.9,602,1.51E-08,0.000122298,0.014989478,745.0238095,743.4047619,750,750,0.000870338,-0.01194983,-0.029934018,0.000818027,benign
11:44.9,604,1.37E-08,0.00011558,0.016464015,742.8809524,745.7142857,750,750,0.000652938,-0.0128171,-0.032929692,0.000652826,benign
11:46.0,600,1.27E-08,0.000113285,0.019959439,745.6428571,745.6428571,750,750,0.006061383,-0.03502803,-0.039921619,0.006050982,benign
11:47.0,599,1.20E-08,0.000117411,0.02189786,745.3809524,749.7380952,750,750,-0.000371027,-0.048811846,-0.0438007,0.000194603,benign
11:48.1,598,1.28E-08,0.000118865,0.022131888,745.8809524,742.3809524,750,750,-0.004412804,-0.033111804,-0.044349998,-0.00354744,benign
11:49.1,602.5,1.57E-08,0.000122978,0.022792176,741.6428571,746.0714286,750,750,0.007121932,-0.062166483,-0.045485988,0.006169845,benign
11:50.2,601,1.28E-08,0.000113158,0.022677787,745.3333333,745.5,750,750,-7.79E-05,-0.055249257,-0.045359445,0.000145193,benign
11:51.2,602,1.44E-08,0.000122459,0.018627149,745.3095238,746.9761905,750,750,-0.0043013,-0.006841975,-0.037256502,-0.004301346,benign
11:52.3,603,1.47E-08,0.000117653,0.012501958,743.6428571,745.8809524,750,750,-0.00523456,0.015518895,-0.024999206,-0.005283884,benign
11:53.3,603,1.49E-08,0.000123094,0.013334869,744.9047619,743.952381,750,750,0.006255706,0.001408408,-0.026669938,0.006255677,benign
11:54.4,605,1.42E-08,0.000120069,0.017209876,742.4047619,739.8333333,750,750,0.001843318,0.007920287,-0.034422106,0.00199392,benign
11:55.4,609,1.52E-08,0.000124043,0.018227398,746.1666667,745.7380952,750,750,0.000957604,-0.017679143,-0.036402598,-0.000262985,benign
11:56.5,605,1.25E-08,0.000115116,0.018913066,746.5714286,744.5,750,750,0.002152184,-0.028894369,-0.037857457,0.002581555,benign
11:57.5,599,1.34E-08,0.000118616,0.018337309,744.4761905,744.2142857,750,750,-0.010055748,0.003536742,-0.036677141,-0.010055722,benign
11:58.6,603,1.22E-08,0.000112914,0.013394912,744.0952381,748.547619,750,750,-0.004220121,0.030231217,-0.026790506,-0.00422013,benign
11:59.6,603,1.39E-08,0.000118357,0.01222381,744.4285714,742.6904762,750,750,0.001444733,0.000744338,-0.024446996,0.001890162,benign
12:00.7,596,1.40E-08,0.000122848,0.014255203,744.4761905,742.547619,750,750,0.009950139,-0.002756365,-0.028511425,0.01026803,benign
12:01.7,603,1.40E-08,0.000126632,0.01363883,747.0714286,743.3333333,750,750,-0.003045439,0.012507291,-0.027278756,-0.003478073,benign
12:02.8,604,1.19E-08,0.000111731,0.013131155,744.8095238,747.2857143,750,750,-0.000365808,0.021423157,-0.026263346,-0.000365713,benign
12:03.8,601,1.23E-08,0.000114853,0.015665513,743.7142857,747.5238095,750,750,0.004532377,-0.025798428,-0.031329717,0.004586331,benign
12:04.9,603,1.43E-08,0.000119242,0.020756039,744.0952381,747.0714286,750,750,-0.002563148,-0.044079426,-0.041515686,-0.002563117,benign
12:05.9,603,1.37E-08,0.000115962,0.02026319,747.452381,743.7619048,750,750,0.002128759,-0.021265753,-0.04052968,0.00212873,benign
12:07.0,601,1.51E-08,0.000125402,0.019727944,744.8095238,746.1428571,750,750,-0.001794156,-0.06088159,-0.039465606,-0.001768558,benign
12:08.0,603,1.30E-08,0.000117893,0.018683259,745.9047619,744.3571429,750,750,0.00486869,-0.030333753,-0.037370314,0.005877419,benign
12:09.1,604,1.59E-08,0.000125126,0.021726953,745.7619048,744.4761905,750,750,0.000216885,-0.034351555,-0.043453867,-0.000488766,benign
12:10.1,608.5,1.54E-08,0.000122948,0.016855942,748.9047619,747.7857143,750,750,-0.007207421,0.002062843,-0.033713594,-0.005900104,benign
12:11.2,601,1.17E-08,0.00011152,0.013995522,744.5238095,744.8333333,750,750,0.000696963,0.000668941,-0.027992037,0.000247487,benign
12:12.2,601,1.48E-08,0.000128775,0.014721854,745.7380952,744.0714286,750,750,0.006149111,0.006137129,-0.029446762,0.006596703,benign
12:13.3,601,1.42E-08,0.000116194,0.015337613,744.6904762,744.4047619,750,750,-0.001029805,-0.002870994,-0.030678454,-0.000948294,benign
12:14.3,601,1.38E-08,0.000120972,0.015964848,746.2142857,744.047619,750,750,-0.000959231,-0.004984422,-0.031932022,-0.000439613,benign
12:15.4,593,1.32E-08,0.000114978,0.019559959,740.8809524,744.4761905,750,750,0.001089553,-0.04176776,-0.039126731,0.000454376,benign
12:16.4,601,1.28E-08,0.00011489,0.021821064,745.452381,744.3095238,750,750,-0.000604631,-0.040704263,-0.043648204,-0.00060455,benign
